employeeid,year,state,sales,wisconsin
2051,2016,"Michigan",4132,0
2052,2017,"Michigan",4241,0
2053,2016,"Wisconsin",1982,1
2054,2017,"Michigan",2158,0
2055,2017,"Michigan",3727,0
2056,2017,"Wisconsin",2106,1
2057,2016,"Michigan",4789,0
2058,2016,"Wisconsin",2963,1
2059,2017,"Wisconsin",3690,1
2060,2017,"Wisconsin",4690,1
2061,2017,"Wisconsin",4070,1
2062,2016,"Wisconsin",2890,1
2063,2017,"Wisconsin",3339,1
2064,2016,"Michigan",2430,0
2065,2016,"Michigan",1783,0
2066,2016,"Wisconsin",3199,1
2067,2017,"Wisconsin",5215,1
2068,2017,"Michigan",3993,0
2069,2017,"Michigan",1714,0
2070,2017,"Michigan",3888,0
2071,2016,"Wisconsin",1450,1
2072,2017,"Wisconsin",3868,1
2073,2017,"Wisconsin",2038,1
2074,2016,"Michigan",4920,0
2075,2016,"Michigan",4449,0
2076,2016,"Michigan",2207,0
2077,2017,"Michigan",4403,0
2078,2016,"Michigan",3555,0
2079,2017,"Wisconsin",4282,1
2080,2017,"Michigan",3502,0
2081,2016,"Michigan",4314,0
2082,2016,"Michigan",3110,0
2083,2017,"Michigan",3600,0
2084,2017,"Michigan",1565,0
2085,2016,"Michigan",4078,0
2086,2016,"Wisconsin",3296,1
2087,2017,"Michigan",3866,0
2088,2016,"Wisconsin",2982,1
2089,2017,"Wisconsin",2820,1
2090,2016,"Michigan",3892,0
2091,2016,"Wisconsin",2341,1
2092,2016,"Michigan",4146,0
2093,2016,"Wisconsin",2894,1
2094,2017,"Wisconsin",1799,1
2095,2016,"Michigan",1485,0
2096,2016,"Michigan",3409,0
2097,2017,"Wisconsin",5451,1
2098,2016,"Wisconsin",3002,1
2099,2016,"Michigan",4993,0
2100,2017,"Wisconsin",1779,1
2101,2016,"Wisconsin",4530,1
2102,2017,"Michigan",2455,0
2103,2016,"Michigan",2613,0
2104,2016,"Michigan",2699,0
2105,2017,"Michigan",1876,0
2106,2017,"Wisconsin",4705,1
2107,2016,"Wisconsin",2679,1
2108,2016,"Wisconsin",1148,1
2109,2016,"Michigan",3702,0
2110,2017,"Michigan",3113,0
2111,2016,"Wisconsin",3334,1
2112,2017,"Michigan",3917,0
2113,2016,"Michigan",1908,0
2114,2016,"Wisconsin",1650,1
2115,2017,"Michigan",4736,0
2116,2017,"Michigan",2574,0
2117,2017,"Wisconsin",3115,1
2118,2017,"Wisconsin",5104,1
2119,2016,"Michigan",2475,0
2120,2017,"Wisconsin",3938,1
2121,2017,"Wisconsin",2373,1
2122,2016,"Michigan",2946,0
2123,2017,"Wisconsin",4447,1
2124,2017,"Wisconsin",3754,1
2125,2016,"Wisconsin",2256,1
2126,2016,"Wisconsin",1072,1
2127,2016,"Wisconsin",2756,1
2128,2017,"Wisconsin",4835,1
2129,2017,"Wisconsin",4599,1
2130,2017,"Wisconsin",2339,1
2131,2017,"Michigan",4923,0
2132,2017,"Wisconsin",3560,1
2133,2016,"Wisconsin",4434,1
2134,2017,"Wisconsin",4676,1
2135,2016,"Wisconsin",1677,1
2136,2017,"Wisconsin",4311,1
2137,2016,"Michigan",3646,0
2138,2017,"Michigan",3962,0
2139,2017,"Wisconsin",2910,1
2140,2016,"Wisconsin",2438,1
2141,2017,"Michigan",1163,0
2142,2016,"Michigan",1799,0
2143,2016,"Michigan",3340,0
2144,2017,"Michigan",3692,0
2145,2016,"Wisconsin",2664,1
2146,2017,"Michigan",4730,0
2147,2017,"Michigan",3394,0
2148,2017,"Michigan",4438,0
2149,2017,"Wisconsin",2207,1
2150,2017,"Wisconsin",4698,1
2151,2017,"Michigan",2525,0
2152,2016,"Wisconsin",3173,1
2153,2016,"Michigan",1682,0
2154,2017,"Wisconsin",3412,1
2155,2016,"Wisconsin",2169,1
2156,2017,"Michigan",4596,0
2157,2016,"Michigan",4339,0
2158,2017,"Michigan",2575,0
2159,2016,"Wisconsin",2736,1
2160,2017,"Michigan",1858,0
2161,2017,"Wisconsin",5172,1
2162,2016,"Michigan",2061,0
2163,2016,"Wisconsin",2357,1
2164,2016,"Wisconsin",4964,1
2165,2016,"Michigan",1637,0
2166,2017,"Michigan",4154,0
2167,2017,"Michigan",2675,0
2168,2017,"Michigan",4603,0
2169,2017,"Michigan",2443,0
2170,2016,"Wisconsin",4610,1
2171,2017,"Wisconsin",2498,1
2172,2017,"Michigan",4864,0
2173,2017,"Michigan",1102,0
2174,2017,"Michigan",2161,0
2175,2017,"Wisconsin",4902,1
2176,2017,"Wisconsin",2752,1
2177,2017,"Wisconsin",2928,1
2178,2017,"Michigan",1468,0
2179,2017,"Michigan",2961,0
2180,2016,"Wisconsin",3705,1
2181,2016,"Wisconsin",2450,1
2182,2016,"Michigan",5061,0
2183,2017,"Michigan",1239,0
2184,2016,"Michigan",3219,0
2185,2017,"Michigan",4141,0
2186,2017,"Wisconsin",4557,1
2187,2016,"Michigan",2428,0
2188,2016,"Wisconsin",3508,1
2189,2016,"Wisconsin",1820,1
2190,2016,"Michigan",3322,0
2191,2016,"Wisconsin",3499,1
2192,2017,"Michigan",2834,0
2193,2017,"Wisconsin",5008,1
2194,2017,"Wisconsin",4512,1
2195,2016,"Michigan",1228,0
2196,2016,"Wisconsin",4941,1
2197,2017,"Wisconsin",2714,1
2198,2017,"Michigan",1529,0
2199,2016,"Wisconsin",2232,1
2200,2016,"Michigan",2720,0
2201,2017,"Wisconsin",5031,1
2202,2017,"Michigan",2659,0
2203,2017,"Michigan",2525,0
2204,2016,"Wisconsin",1628,1
2205,2016,"Wisconsin",2830,1
2206,2016,"Wisconsin",1536,1
2207,2016,"Michigan",3129,0
2208,2016,"Michigan",1709,0
2209,2017,"Wisconsin",2535,1
2210,2017,"Wisconsin",5409,1
2211,2017,"Michigan",3186,0
2212,2016,"Michigan",4628,0
2213,2016,"Michigan",4010,0
2214,2017,"Michigan",1997,0
2215,2016,"Wisconsin",3831,1
2216,2016,"Michigan",2218,0
2217,2016,"Michigan",1677,0
2218,2017,"Wisconsin",2428,1
2219,2017,"Wisconsin",2258,1
2220,2016,"Michigan",4479,0
2221,2017,"Wisconsin",3131,1
2222,2016,"Michigan",2945,0
2223,2017,"Michigan",4657,0
2224,2017,"Michigan",1853,0
2225,2017,"Wisconsin",3730,1
2226,2017,"Wisconsin",1903,1
2227,2016,"Michigan",4556,0
2228,2016,"Michigan",3146,0
2229,2016,"Michigan",1558,0
2230,2017,"Michigan",3912,0
2231,2016,"Michigan",4438,0
2232,2017,"Wisconsin",3759,1
2233,2016,"Wisconsin",4383,1
2234,2016,"Michigan",1312,0
2235,2016,"Wisconsin",4672,1
2236,2017,"Michigan",1347,0
2237,2016,"Michigan",1474,0
2238,2016,"Michigan",1866,0
2239,2017,"Wisconsin",4167,1
2240,2017,"Michigan",1812,0
2241,2017,"Wisconsin",3023,1
2242,2016,"Wisconsin",1161,1
2243,2016,"Michigan",3017,0
2244,2016,"Wisconsin",4515,1
2245,2016,"Michigan",3274,0
2246,2016,"Wisconsin",2133,1
2247,2016,"Wisconsin",2520,1
2248,2016,"Wisconsin",3011,1
2249,2016,"Wisconsin",2766,1
2250,2017,"Wisconsin",4236,1
2251,2016,"Wisconsin",3103,1
2252,2016,"Wisconsin",1032,1
2253,2016,"Michigan",3135,0
2254,2017,"Michigan",2285,0
2255,2017,"Michigan",3878,0
2256,2017,"Michigan",3762,0
2257,2016,"Michigan",4725,0
2258,2017,"Wisconsin",4880,1
2259,2016,"Michigan",1644,0
2260,2017,"Wisconsin",2152,1
2261,2017,"Wisconsin",3999,1
2262,2016,"Michigan",5013,0
2263,2016,"Wisconsin",1494,1
2264,2017,"Michigan",1829,0
2265,2017,"Wisconsin",1855,1
2266,2016,"Michigan",1571,0
2267,2017,"Michigan",1409,0
2268,2016,"Wisconsin",3253,1
2269,2017,"Wisconsin",3633,1
2270,2017,"Wisconsin",3408,1
2271,2017,"Wisconsin",2709,1
2272,2016,"Wisconsin",2262,1
2273,2016,"Wisconsin",2933,1
2274,2017,"Michigan",3701,0
2275,2016,"Wisconsin",3514,1
2276,2017,"Michigan",3902,0
2277,2017,"Michigan",2106,0
2278,2017,"Michigan",3457,0
2279,2017,"Wisconsin",2403,1
2280,2017,"Michigan",2357,0
2281,2016,"Michigan",3717,0
2282,2017,"Wisconsin",5244,1
2283,2016,"Michigan",4059,0
2284,2017,"Michigan",2282,0
2285,2016,"Michigan",3076,0
2286,2016,"Michigan",2402,0
2287,2016,"Michigan",3141,0
2288,2017,"Wisconsin",2198,1
2289,2016,"Wisconsin",2882,1
2290,2016,"Wisconsin",4617,1
2291,2017,"Michigan",4825,0
2292,2016,"Wisconsin",4673,1
2293,2016,"Michigan",4412,0
2294,2017,"Wisconsin",1839,1
2295,2016,"Wisconsin",4706,1
2296,2017,"Michigan",4192,0
2297,2017,"Michigan",4065,0
2298,2016,"Michigan",1302,0
2299,2016,"Michigan",2633,0
2300,2017,"Wisconsin",4546,1
2301,2016,"Wisconsin",1144,1
2302,2017,"Wisconsin",3786,1
2303,2016,"Wisconsin",3798,1
2304,2016,"Wisconsin",2267,1
2305,2016,"Wisconsin",1486,1
2306,2016,"Wisconsin",4014,1
2307,2016,"Michigan",4617,0
2308,2017,"Michigan",2251,0
2309,2017,"Michigan",4948,0
2310,2016,"Wisconsin",3061,1
2311,2016,"Michigan",3434,0
2312,2016,"Wisconsin",2238,1
2313,2016,"Michigan",4306,0
2314,2016,"Michigan",3432,0
2315,2016,"Michigan",1845,0
2316,2017,"Wisconsin",4355,1
2317,2016,"Wisconsin",3950,1
2318,2016,"Michigan",5024,0
2319,2017,"Michigan",3354,0
2320,2017,"Michigan",1823,0
2321,2016,"Wisconsin",1673,1
2322,2016,"Wisconsin",3100,1
2323,2016,"Wisconsin",4276,1
2324,2017,"Wisconsin",4266,1
2325,2016,"Wisconsin",4947,1
2326,2016,"Michigan",4653,0
2327,2017,"Michigan",3550,0
2328,2017,"Wisconsin",4628,1
2329,2017,"Wisconsin",5353,1
2330,2017,"Wisconsin",4962,1
2331,2016,"Michigan",1485,0
2332,2017,"Michigan",4736,0
2333,2016,"Michigan",1523,0
2334,2016,"Michigan",4299,0
2335,2016,"Michigan",3127,0
2336,2016,"Wisconsin",4402,1
2337,2017,"Michigan",4355,0
2338,2017,"Wisconsin",3290,1
2339,2017,"Michigan",4623,0
2340,2016,"Wisconsin",1530,1
2341,2017,"Wisconsin",4312,1
2342,2017,"Wisconsin",5080,1
2343,2016,"Wisconsin",4780,1
2344,2016,"Michigan",3339,0
2345,2016,"Wisconsin",1593,1
2346,2017,"Wisconsin",1578,1
2347,2016,"Wisconsin",3565,1
2348,2017,"Michigan",4364,0
2349,2016,"Wisconsin",3891,1
2350,2016,"Wisconsin",2522,1
2351,2016,"Michigan",2669,0
2352,2017,"Wisconsin",1614,1
2353,2017,"Michigan",1397,0
2354,2016,"Wisconsin",1556,1
2355,2017,"Michigan",1960,0
2356,2017,"Wisconsin",2795,1
2357,2016,"Wisconsin",3738,1
2358,2017,"Michigan",3731,0
2359,2017,"Wisconsin",5412,1
2360,2016,"Wisconsin",4492,1
2361,2016,"Wisconsin",3313,1
2362,2017,"Wisconsin",3505,1
2363,2017,"Michigan",4404,0
2364,2017,"Michigan",4897,0
2365,2016,"Michigan",2457,0
2366,2016,"Michigan",4922,0
2367,2017,"Michigan",3544,0
2368,2017,"Wisconsin",3514,1
2369,2017,"Michigan",1643,0
2370,2016,"Michigan",4980,0
2371,2017,"Wisconsin",4089,1
2372,2016,"Michigan",1718,0
2373,2017,"Wisconsin",2424,1
2374,2016,"Wisconsin",1917,1
2375,2016,"Michigan",2486,0
2376,2016,"Michigan",4936,0
2377,2016,"Wisconsin",2521,1
2378,2016,"Michigan",4192,0
2379,2016,"Michigan",1506,0
2380,2017,"Michigan",2924,0
2381,2017,"Michigan",1319,0
2382,2016,"Michigan",3954,0
2383,2016,"Michigan",4339,0
2384,2016,"Wisconsin",2873,1
2385,2017,"Wisconsin",2136,1
2386,2016,"Wisconsin",4729,1
2387,2017,"Wisconsin",2057,1
2388,2017,"Wisconsin",3376,1
2389,2016,"Wisconsin",2743,1
2390,2017,"Wisconsin",1914,1
2391,2016,"Michigan",4117,0
2392,2016,"Wisconsin",2890,1
2393,2017,"Michigan",4101,0
2394,2016,"Michigan",3322,0
2395,2016,"Wisconsin",3033,1
2396,2016,"Wisconsin",3477,1
2397,2017,"Wisconsin",5143,1
2398,2017,"Michigan",1716,0
2399,2017,"Michigan",3755,0
2400,2016,"Michigan",2660,0
2401,2017,"Wisconsin",3444,1
2402,2016,"Wisconsin",4610,1
2403,2017,"Michigan",2430,0
2404,2016,"Wisconsin",1820,1
2405,2016,"Wisconsin",2834,1
2406,2017,"Michigan",3145,0
2407,2017,"Michigan",2627,0
2408,2016,"Wisconsin",3878,1
2409,2017,"Michigan",1352,0
2410,2017,"Wisconsin",4418,1
2411,2017,"Wisconsin",4588,1
2412,2016,"Wisconsin",1214,1
2413,2017,"Michigan",2681,0
2414,2016,"Wisconsin",1584,1
2415,2016,"Wisconsin",4970,1
2416,2017,"Wisconsin",2263,1
2417,2017,"Michigan",3919,0
2418,2016,"Wisconsin",3127,1
2419,2017,"Michigan",4694,0
2420,2016,"Wisconsin",2363,1
2421,2016,"Michigan",4306,0
2422,2017,"Wisconsin",1865,1
2423,2016,"Wisconsin",3894,1
2424,2016,"Wisconsin",1253,1
2425,2017,"Michigan",2261,0
2426,2016,"Wisconsin",2203,1
2427,2016,"Michigan",1629,0
2428,2017,"Wisconsin",3802,1
2429,2017,"Wisconsin",2130,1
2430,2016,"Michigan",1892,0
2431,2016,"Wisconsin",3678,1
2432,2017,"Michigan",1703,0
2433,2017,"Michigan",3879,0
2434,2016,"Wisconsin",3814,1
2435,2016,"Wisconsin",4333,1
2436,2017,"Michigan",4653,0
2437,2017,"Wisconsin",2107,1
2438,2016,"Michigan",4203,0
2439,2017,"Michigan",4616,0
2440,2016,"Michigan",1577,0
2441,2017,"Michigan",3263,0
2442,2016,"Wisconsin",4898,1
2443,2016,"Michigan",4490,0
2444,2017,"Wisconsin",5324,1
2445,2017,"Wisconsin",3087,1
2446,2016,"Wisconsin",1228,1
2447,2017,"Michigan",4894,0
2448,2016,"Michigan",3033,0
2449,2017,"Wisconsin",4717,1
2450,2016,"Wisconsin",3682,1
2451,2016,"Michigan",5057,0
2452,2016,"Michigan",3040,0
2453,2016,"Wisconsin",4169,1
2454,2016,"Michigan",2836,0
2455,2017,"Michigan",3270,0
2456,2017,"Michigan",4863,0
2457,2016,"Michigan",2841,0
2458,2017,"Wisconsin",4277,1
2459,2016,"Wisconsin",2727,1
2460,2016,"Wisconsin",4150,1
2461,2016,"Wisconsin",2106,1
2462,2017,"Michigan",4612,0
2463,2016,"Michigan",3405,0
2464,2016,"Wisconsin",4853,1
2465,2017,"Michigan",4448,0
2466,2016,"Wisconsin",3995,1
2467,2016,"Michigan",1148,0
2468,2017,"Wisconsin",1531,1
2469,2017,"Michigan",3819,0
2470,2016,"Wisconsin",4426,1
2471,2017,"Wisconsin",4463,1
2472,2016,"Wisconsin",1355,1
2473,2017,"Michigan",2164,0
2474,2017,"Michigan",3326,0
2475,2017,"Michigan",1279,0
2476,2017,"Wisconsin",1967,1
2477,2016,"Wisconsin",3305,1
2478,2017,"Wisconsin",3020,1
2479,2016,"Wisconsin",1634,1
2480,2016,"Michigan",3354,0
2481,2017,"Michigan",4333,0
2482,2016,"Michigan",4239,0
2483,2016,"Michigan",4647,0
2484,2017,"Wisconsin",2153,1
2485,2016,"Michigan",4241,0
2486,2016,"Michigan",2309,0
2487,2016,"Wisconsin",1976,1
2488,2017,"Wisconsin",2689,1
2489,2017,"Michigan",4228,0
2490,2016,"Michigan",5089,0
2491,2016,"Wisconsin",2178,1
2492,2017,"Michigan",2998,0
2493,2016,"Wisconsin",3404,1
2494,2016,"Michigan",1783,0
2495,2016,"Michigan",2034,0
2496,2017,"Wisconsin",3670,1
2497,2017,"Michigan",3025,0
2498,2017,"Michigan",4400,0
2499,2017,"Michigan",1136,0
2500,2016,"Michigan",3712,0
2501,2017,"Wisconsin",2962,1
2502,2016,"Michigan",1888,0
2503,2017,"Michigan",1124,0
2504,2017,"Wisconsin",5258,1
2505,2017,"Wisconsin",2342,1
2506,2016,"Michigan",2387,0
2507,2016,"Michigan",4368,0
2508,2017,"Michigan",1658,0
2509,2017,"Michigan",1773,0
2510,2017,"Wisconsin",2940,1
2511,2016,"Wisconsin",1439,1
2512,2017,"Wisconsin",3316,1
2513,2016,"Wisconsin",2930,1
2514,2017,"Michigan",2201,0
2515,2017,"Wisconsin",1914,1
2516,2016,"Michigan",4455,0
2517,2017,"Michigan",4097,0
2518,2017,"Michigan",3339,0
2519,2017,"Michigan",2132,0
2520,2017,"Wisconsin",3140,1
2521,2017,"Wisconsin",3827,1
2522,2017,"Michigan",3636,0
2523,2017,"Michigan",1405,0
2524,2016,"Michigan",3583,0
2525,2017,"Wisconsin",3510,1
2526,2017,"Michigan",2379,0
2527,2017,"Michigan",4897,0
2528,2017,"Wisconsin",2970,1
2529,2017,"Wisconsin",4015,1
2530,2017,"Michigan",2074,0
2531,2017,"Michigan",2045,0
2532,2016,"Wisconsin",1924,1
2533,2016,"Wisconsin",2707,1
2534,2017,"Wisconsin",2636,1
2535,2016,"Michigan",2640,0
2536,2017,"Michigan",1540,0
2537,2017,"Wisconsin",3130,1
2538,2016,"Wisconsin",1357,1
2539,2016,"Wisconsin",1345,1
2540,2017,"Michigan",4504,0
2541,2016,"Wisconsin",1724,1
2542,2017,"Michigan",3709,0
2543,2016,"Michigan",2001,0
2544,2017,"Michigan",2769,0
2545,2017,"Michigan",3730,0
2546,2017,"Wisconsin",5271,1
2547,2017,"Wisconsin",3543,1
2548,2017,"Michigan",3869,0
2549,2017,"Wisconsin",2245,1
2550,2016,"Wisconsin",3414,1
2551,2017,"Michigan",2150,0
2552,2017,"Michigan",2113,0
2553,2017,"Wisconsin",4325,1
2554,2017,"Michigan",2689,0
2555,2016,"Wisconsin",2407,1
2556,2016,"Michigan",3049,0
2557,2016,"Michigan",4264,0
2558,2017,"Wisconsin",4812,1
2559,2016,"Michigan",4394,0
2560,2016,"Michigan",4195,0
2561,2016,"Michigan",4064,0
2562,2016,"Michigan",1137,0
2563,2017,"Michigan",2396,0
2564,2016,"Wisconsin",3683,1
2565,2016,"Wisconsin",4331,1
2566,2016,"Wisconsin",2658,1
2567,2017,"Michigan",1338,0
2568,2016,"Wisconsin",2547,1
2569,2016,"Wisconsin",1676,1
2570,2016,"Wisconsin",2503,1
2571,2016,"Michigan",2189,0
2572,2017,"Michigan",3062,0
2573,2016,"Wisconsin",2567,1
2574,2016,"Michigan",3913,0
2575,2016,"Michigan",4023,0
2576,2017,"Michigan",3113,0
2577,2016,"Michigan",1989,0
2578,2016,"Michigan",4059,0
2579,2016,"Michigan",1560,0
2580,2017,"Michigan",4056,0
2581,2017,"Michigan",1467,0
2582,2017,"Michigan",3896,0
2583,2016,"Michigan",1818,0
2584,2017,"Michigan",1763,0
2585,2017,"Wisconsin",3743,1
2586,2016,"Wisconsin",4223,1
2587,2017,"Wisconsin",3200,1
2588,2017,"Michigan",1750,0
2589,2017,"Michigan",1118,0
2590,2016,"Wisconsin",2771,1
2591,2017,"Michigan",3475,0
2592,2016,"Wisconsin",4357,1
2593,2016,"Wisconsin",1457,1
2594,2017,"Wisconsin",1985,1
2595,2016,"Wisconsin",2189,1
2596,2017,"Michigan",1996,0
2597,2016,"Wisconsin",4023,1
2598,2016,"Michigan",2176,0
2599,2017,"Michigan",3765,0
2600,2016,"Wisconsin",3159,1
2601,2016,"Michigan",4841,0
2602,2016,"Michigan",2718,0
2603,2016,"Wisconsin",3753,1
2604,2016,"Michigan",3025,0
2605,2016,"Wisconsin",1119,1
2606,2016,"Michigan",3654,0
2607,2017,"Michigan",4888,0
2608,2016,"Michigan",2066,0
2609,2016,"Wisconsin",4675,1
2610,2016,"Michigan",4524,0
2611,2016,"Michigan",3713,0
2612,2017,"Michigan",1744,0
2613,2016,"Wisconsin",2430,1
2614,2016,"Michigan",3100,0
2615,2017,"Michigan",4100,0
2616,2016,"Michigan",2311,0
2617,2017,"Wisconsin",4671,1
2618,2016,"Michigan",2942,0
2619,2016,"Michigan",3927,0
2620,2016,"Michigan",3733,0
2621,2017,"Wisconsin",3907,1
2622,2017,"Michigan",3241,0
2623,2016,"Wisconsin",4620,1
2624,2016,"Michigan",4889,0
2625,2016,"Wisconsin",1085,1
2626,2016,"Michigan",3184,0
2627,2016,"Wisconsin",4485,1
2628,2016,"Wisconsin",1243,1
2629,2017,"Wisconsin",4221,1
2630,2017,"Michigan",4385,0
2631,2016,"Michigan",1293,0
2632,2017,"Wisconsin",3650,1
2633,2017,"Wisconsin",4376,1
2634,2017,"Michigan",3871,0
2635,2017,"Michigan",2584,0
2636,2017,"Michigan",1300,0
2637,2016,"Michigan",2623,0
2638,2016,"Wisconsin",3534,1
2639,2017,"Michigan",1603,0
2640,2017,"Wisconsin",5410,1
2641,2016,"Michigan",2760,0
2642,2017,"Michigan",2467,0
2643,2016,"Wisconsin",4589,1
2644,2017,"Michigan",4998,0
2645,2017,"Wisconsin",2317,1
2646,2017,"Wisconsin",5325,1
2647,2016,"Wisconsin",4278,1
2648,2016,"Michigan",2231,0
2649,2017,"Michigan",3024,0
2650,2017,"Michigan",3033,0
2651,2016,"Wisconsin",1560,1
2652,2016,"Michigan",4703,0
2653,2016,"Wisconsin",2534,1
2654,2017,"Michigan",4215,0
2655,2017,"Michigan",2958,0
2656,2017,"Wisconsin",2000,1
2657,2016,"Wisconsin",2298,1
2658,2016,"Michigan",2001,0
2659,2017,"Michigan",5099,0
2660,2017,"Wisconsin",4840,1
2661,2016,"Michigan",4753,0
2662,2016,"Wisconsin",3409,1
2663,2016,"Michigan",3289,0
2664,2016,"Michigan",4730,0
2665,2016,"Michigan",3398,0
2666,2017,"Michigan",1841,0
2667,2017,"Michigan",3399,0
2668,2017,"Michigan",4164,0
2669,2017,"Wisconsin",4746,1
2670,2016,"Michigan",1906,0
2671,2017,"Michigan",3647,0
2672,2017,"Wisconsin",3428,1
2673,2016,"Wisconsin",1241,1
2674,2017,"Michigan",3194,0
2675,2017,"Wisconsin",5075,1
2676,2017,"Wisconsin",3581,1
2677,2017,"Michigan",4861,0
2678,2016,"Michigan",4607,0
2679,2016,"Michigan",2529,0
2680,2017,"Wisconsin",4206,1
2681,2016,"Michigan",1439,0
2682,2017,"Michigan",1551,0
2683,2017,"Michigan",3145,0
2684,2016,"Michigan",3456,0
2685,2016,"Wisconsin",3995,1
2686,2017,"Wisconsin",2162,1
2687,2017,"Wisconsin",4223,1
2688,2017,"Wisconsin",4265,1
2689,2017,"Michigan",3868,0
2690,2017,"Michigan",3846,0
2691,2016,"Michigan",1657,0
2692,2016,"Michigan",3469,0
2693,2017,"Michigan",2362,0
2694,2017,"Wisconsin",1792,1
2695,2017,"Michigan",1793,0
2696,2017,"Wisconsin",4281,1
2697,2017,"Wisconsin",3927,1
2698,2017,"Michigan",3234,0
2699,2016,"Wisconsin",2049,1
2700,2016,"Wisconsin",3927,1
2701,2017,"Wisconsin",2487,1
2702,2017,"Michigan",4832,0
2703,2017,"Michigan",4147,0
2704,2017,"Wisconsin",2734,1
2705,2017,"Michigan",2336,0
2706,2017,"Michigan",4736,0
2707,2017,"Michigan",1431,0
2708,2016,"Wisconsin",4996,1
2709,2017,"Wisconsin",2365,1
2710,2017,"Michigan",4115,0
2711,2016,"Wisconsin",2638,1
2712,2017,"Wisconsin",2824,1
2713,2016,"Wisconsin",4477,1
2714,2016,"Wisconsin",4696,1
2715,2016,"Wisconsin",4975,1
2716,2016,"Michigan",3938,0
2717,2017,"Wisconsin",5192,1
2718,2016,"Wisconsin",1479,1
2719,2016,"Wisconsin",3232,1
2720,2016,"Michigan",4200,0
2721,2017,"Michigan",4486,0
2722,2017,"Michigan",3358,0
2723,2016,"Wisconsin",3993,1
2724,2017,"Michigan",1563,0
2725,2017,"Michigan",3753,0
2726,2017,"Michigan",4001,0
2727,2016,"Wisconsin",3163,1
2728,2017,"Michigan",1371,0
2729,2017,"Wisconsin",2032,1
2730,2017,"Wisconsin",3181,1
2731,2016,"Michigan",2455,0
2732,2017,"Wisconsin",4012,1
2733,2016,"Michigan",1138,0
2734,2017,"Wisconsin",3035,1
2735,2016,"Michigan",3342,0
2736,2016,"Michigan",1551,0
2737,2017,"Michigan",2703,0
2738,2017,"Wisconsin",4430,1
2739,2016,"Michigan",2062,0
2740,2016,"Michigan",3765,0
2741,2016,"Wisconsin",3515,1
2742,2016,"Wisconsin",3688,1
2743,2016,"Wisconsin",3046,1
2744,2016,"Wisconsin",2400,1
2745,2017,"Michigan",1750,0
2746,2017,"Wisconsin",4914,1
2747,2017,"Michigan",2672,0
2748,2017,"Michigan",2898,0
2749,2016,"Michigan",4653,0
2750,2017,"Wisconsin",3120,1
2751,2017,"Wisconsin",4521,1
2752,2017,"Michigan",2155,0
2753,2016,"Michigan",1436,0
2754,2016,"Michigan",4917,0
2755,2016,"Wisconsin",2199,1
2756,2017,"Wisconsin",3676,1
2757,2016,"Wisconsin",3990,1
2758,2017,"Wisconsin",4280,1
2759,2017,"Wisconsin",4122,1
2760,2016,"Michigan",4430,0
2761,2016,"Michigan",4819,0
2762,2016,"Wisconsin",1335,1
2763,2016,"Wisconsin",4890,1
2764,2017,"Michigan",2686,0
2765,2017,"Michigan",4800,0
2766,2017,"Michigan",1937,0
2767,2016,"Wisconsin",1301,1
2768,2017,"Wisconsin",2829,1
2769,2016,"Michigan",3394,0
2770,2017,"Michigan",2801,0
2771,2017,"Michigan",4025,0
2772,2017,"Wisconsin",4142,1
2773,2016,"Michigan",2517,0
2774,2017,"Wisconsin",3975,1
2775,2016,"Wisconsin",3824,1
2776,2017,"Wisconsin",3880,1
2777,2016,"Wisconsin",1120,1
2778,2016,"Wisconsin",4151,1
2779,2017,"Wisconsin",1677,1
2780,2016,"Wisconsin",2240,1
2781,2017,"Wisconsin",4803,1
2782,2016,"Michigan",2125,0
2783,2017,"Wisconsin",3427,1
2784,2017,"Wisconsin",3707,1
2785,2017,"Wisconsin",4786,1
2786,2016,"Michigan",1164,0
2787,2017,"Wisconsin",3444,1
2788,2016,"Wisconsin",4330,1
2789,2017,"Wisconsin",4583,1
2790,2017,"Michigan",3835,0
2791,2016,"Wisconsin",4221,1
2792,2016,"Wisconsin",3083,1
2793,2016,"Wisconsin",2099,1
2794,2016,"Michigan",3317,0
2795,2017,"Michigan",3023,0
2796,2016,"Wisconsin",1672,1
2797,2017,"Michigan",4897,0
2798,2016,"Michigan",4775,0
2799,2016,"Michigan",1689,0
2800,2016,"Michigan",3391,0
2801,2016,"Wisconsin",4925,1
2802,2017,"Wisconsin",3453,1
2803,2016,"Wisconsin",1869,1
2804,2017,"Michigan",1991,0
2805,2017,"Michigan",4457,0
2806,2016,"Wisconsin",1720,1
2807,2016,"Michigan",3766,0
2808,2016,"Michigan",3888,0
2809,2017,"Wisconsin",4620,1
2810,2017,"Michigan",2279,0
2811,2017,"Wisconsin",1585,1
2812,2016,"Michigan",4886,0
2813,2017,"Wisconsin",5238,1
2814,2017,"Michigan",1458,0
2815,2017,"Wisconsin",3758,1
2816,2017,"Michigan",1710,0
2817,2017,"Wisconsin",3932,1
2818,2016,"Michigan",1965,0
2819,2017,"Michigan",3734,0
2820,2017,"Wisconsin",3396,1
2821,2017,"Wisconsin",2048,1
2822,2016,"Wisconsin",1075,1
2823,2017,"Wisconsin",5250,1
2824,2016,"Michigan",3649,0
2825,2017,"Wisconsin",3272,1
2826,2016,"Wisconsin",1678,1
2827,2017,"Wisconsin",1545,1
